branch_id,employee_id,year,quarter,quota,actual_revenue,attainment_pct
6,45,2020,2,23253.0,25550.37,109.9
6,45,2020,3,20154.0,22319.23,110.7
6,45,2020,4,32871.0,33046.38,100.5
6,45,2021,1,17776.0,20218.24,113.7
6,45,2021,2,13888.0,15138.87,109.0
6,45,2021,3,30529.0,32398.84,106.1
6,45,2021,4,39083.0,39329.28,100.6
6,45,2022,1,43076.0,36327.87,84.3
6,45,2022,2,21910.0,25605.76,116.9
6,45,2022,3,17764.0,19472.3,109.6
6,45,2022,4,28924.0,31189.97,107.8
6,45,2023,1,31006.0,27501.74,88.7
6,45,2023,2,36482.0,31773.66,87.1
6,45,2023,3,25849.0,25998.91,100.6
6,45,2023,4,30080.0,24867.23,82.7
8,61,2019,1,24808.0,29320.68,118.2
8,61,2019,2,26243.0,23540.24,89.7
8,61,2019,3,31393.0,36439.74,116.1
8,61,2019,4,36248.0,34222.29,94.4
8,61,2020,1,36759.0,38482.29,104.7
8,61,2020,2,19356.0,17509.27,90.5
8,61,2020,3,31206.0,32359.19,103.7
8,61,2020,4,28181.0,27522.06,97.7
8,61,2021,1,28012.0,29258.79,104.5
8,61,2021,2,41319.0,40095.27,97.0
8,61,2021,3,57430.0,49020.08,85.4
8,61,2021,4,62531.0,51039.09,81.6
8,61,2022,1,46498.0,38416.49,82.6
8,61,2022,2,40025.0,35312.69,88.2
8,61,2022,3,42890.0,34734.8,81.0
8,61,2022,4,33232.0,28342.19,85.3
8,61,2023,1,35842.0,34794.49,97.1
8,61,2023,2,23421.0,26529.91,113.3
8,61,2023,3,50485.0,47514.17,94.1
8,61,2023,4,37453.0,40720.44,108.7
8,64,2019,1,42672.0,42929.85,100.6
8,64,2019,2,38563.0,40879.22,106.0
8,64,2019,3,38463.0,36085.93,93.8
8,64,2019,4,30490.0,33090.09,108.5
8,64,2020,1,28596.0,28441.86,99.5
8,64,2020,2,21599.0,22258.28,103.1
8,64,2020,3,32793.0,30731.42,93.7
8,64,2020,4,52660.0,53405.12,101.4
8,64,2021,1,42096.0,41131.98,97.7
8,64,2021,2,46070.0,37904.57,82.3
8,64,2021,3,36883.0,31577.39,85.6
8,64,2021,4,46275.0,48202.06,104.2
8,64,2022,1,39874.0,37873.46,95.0
8,64,2022,2,39506.0,34161.68,86.5
8,64,2022,3,35554.0,38226.78,107.5
8,64,2022,4,40486.0,40770.38,100.7
8,64,2023,1,48840.0,43407.74,88.9
8,64,2023,2,32274.0,32058.46,99.3
8,64,2023,3,29669.0,29472.75,99.3
8,64,2023,4,38762.0,36951.23,95.3
6,69,2019,1,31224.0,27203.1,87.1
6,69,2019,2,26400.0,26963.31,102.1
6,69,2019,3,16444.0,19631.61,119.4
6,69,2019,4,40309.0,37231.55,92.4
6,69,2020,1,30924.0,32343.44,104.6
6,69,2020,2,15874.0,15146.33,95.4
6,69,2020,3,18329.0,21052.06,114.9
6,69,2020,4,33000.0,26787.57,81.2
6,69,2021,1,45926.0,40984.18,89.2
6,69,2021,2,32087.0,28625.39,89.2
6,69,2021,3,27818.0,31140.08,111.9
6,69,2021,4,21520.0,24036.47,111.7
6,69,2022,1,27817.0,33143.54,119.1
6,69,2022,2,19191.0,22253.36,116.0
6,69,2022,3,26280.0,21080.23,80.2
6,69,2022,4,27007.0,28283.04,104.7
6,69,2023,1,22664.0,22931.84,101.2
6,69,2023,2,17550.0,20259.09,115.4
6,69,2023,3,19578.0,20496.41,104.7
6,69,2023,4,39975.0,43527.93,108.9
4,74,2019,1,25257.0,26490.48,104.9
4,74,2019,2,24839.0,23544.23,94.8
4,74,2019,3,24031.0,25835.55,107.5
4,74,2019,4,25534.0,29890.73,117.1
4,74,2020,1,27225.0,27725.58,101.8
4,74,2020,2,22837.0,22512.95,98.6
4,74,2020,3,23541.0,26782.58,113.8
4,74,2020,4,30004.0,25476.92,84.9
4,74,2021,1,32329.0,31944.07,98.8
4,74,2021,2,23412.0,21353.6,91.2
4,74,2021,3,29501.0,26181.03,88.7
4,74,2021,4,42042.0,37711.57,89.7
4,74,2022,1,46641.0,43183.25,92.6
4,74,2022,2,37729.0,31051.09,82.3
4,74,2022,3,31736.0,37672.75,118.7
4,74,2022,4,31919.0,28695.06,89.9
4,74,2023,1,44206.0,39632.96,89.7
4,74,2023,2,35647.0,30672.18,86.0
4,74,2023,3,40992.0,36926.01,90.1
4,74,2023,4,43760.0,44896.33,102.6
9,76,2019,1,14662.0,17008.04,116.0
9,76,2019,2,11350.0,10317.09,90.9
9,76,2019,3,19426.0,16616.54,85.5
9,76,2019,4,17499.0,14395.85,82.3
9,76,2020,1,20885.0,19642.18,94.0
9,76,2020,2,6700.0,6070.86,90.6
9,76,2020,3,15748.0,16375.05,104.0
9,76,2020,4,17759.0,15681.5,88.3
9,76,2021,1,24851.0,25554.74,102.8
9,76,2021,2,10531.0,9157.53,87.0
9,76,2021,3,20714.0,19459.11,93.9
9,76,2021,4,16329.0,14310.15,87.6
9,76,2022,1,20674.0,17505.87,84.7
9,76,2022,2,13944.0,16377.82,117.5
9,76,2022,3,15246.0,18230.89,119.6
9,76,2022,4,25453.0,29878.19,117.4
9,76,2023,1,6537.0,7728.04,118.2
9,76,2023,2,11013.0,10080.47,91.5
9,76,2023,3,14164.0,12102.41,85.4
9,76,2023,4,21774.0,21245.97,97.6
4,78,2019,1,22958.0,21697.6,94.5
4,78,2019,2,36448.0,29811.12,81.8
4,78,2019,3,49781.0,40396.51,81.1
4,78,2019,4,42749.0,39286.88,91.9
4,78,2020,1,24721.0,26303.01,106.4
4,78,2020,2,33707.0,30056.21,89.2
4,78,2020,3,26283.0,28795.44,109.6
4,78,2020,4,44138.0,49341.08,111.8
4,78,2021,1,42845.0,38235.3,89.2
4,78,2021,2,30933.0,26907.14,87.0
4,78,2021,3,35203.0,40186.17,114.2
4,78,2021,4,45560.0,47876.17,105.1
4,78,2022,1,53044.0,48074.43,90.6
4,78,2022,2,26515.0,31636.7,119.3
4,78,2022,3,41887.0,39316.71,93.9
4,78,2022,4,41358.0,43755.23,105.8
4,78,2023,1,41260.0,35703.53,86.5
4,78,2023,2,29825.0,31364.66,105.2
4,78,2023,3,45096.0,37157.42,82.4
4,78,2023,4,46291.0,49339.8,106.6
5,79,2019,1,12506.0,14717.5,117.7
5,79,2019,2,25622.0,24121.04,94.1
5,79,2019,3,30888.0,27019.7,87.5
5,79,2019,4,25274.0,29827.51,118.0
5,79,2020,1,20761.0,17636.14,84.9
5,79,2020,2,15211.0,17638.25,116.0
5,79,2020,3,11861.0,13088.63,110.4
5,79,2020,4,34521.0,28321.12,82.0
5,79,2021,1,13404.0,13831.01,103.2
5,79,2021,2,26628.0,25170.79,94.5
5,79,2021,3,18378.0,21533.17,117.2
5,79,2021,4,32345.0,34368.58,106.3
5,79,2022,1,17439.0,19771.52,113.4
5,79,2022,2,22720.0,19942.16,87.8
5,79,2022,3,20188.0,24012.84,118.9
5,79,2022,4,26923.0,23175.16,86.1
5,79,2023,1,15779.0,16695.25,105.8
5,79,2023,2,18561.0,20628.53,111.1
5,79,2023,3,25907.0,23320.63,90.0
5,79,2023,4,21548.0,25208.46,117.0
1,83,2019,1,51308.0,52971.4,103.2
1,83,2019,2,55737.0,61055.48,109.5
1,83,2019,3,59164.0,54946.42,92.9
1,83,2019,4,58287.0,61311.92,105.2
1,83,2020,1,47925.0,41471.84,86.5
1,83,2020,2,27297.0,28105.1,103.0
1,83,2020,3,101234.0,85503.34,84.5
1,83,2020,4,102329.0,86239.96,84.3
1,83,2021,1,80610.0,64640.36,80.2
1,83,2021,2,95328.0,80700.15,84.7
1,83,2021,3,91792.0,82834.72,90.2
1,83,2021,4,97338.0,107584.31,110.5
1,83,2022,1,92337.0,99405.86,107.7
1,83,2022,2,80989.0,92661.59,114.4
1,83,2022,3,78263.0,75378.45,96.3
1,83,2022,4,109268.0,104919.27,96.0
1,83,2023,1,116687.0,101951.46,87.4
1,83,2023,2,84201.0,88289.18,104.9
1,83,2023,3,103623.0,101501.05,98.0
1,83,2023,4,89897.0,86579.27,96.3
7,84,2019,1,31507.0,28896.45,91.7
7,84,2019,2,17521.0,19299.73,110.2
7,84,2019,3,31510.0,32006.11,101.6
7,84,2019,4,32914.0,32717.56,99.4
7,84,2020,1,35579.0,31560.24,88.7
7,84,2020,2,12558.0,13109.97,104.4
7,84,2020,3,18990.0,20485.66,107.9
7,84,2020,4,23006.0,26921.91,117.0
7,84,2021,1,18456.0,16927.3,91.7
7,84,2021,2,22373.0,24334.21,108.8
7,84,2021,3,24943.0,29226.16,117.2
7,84,2021,4,40850.0,32749.43,80.2
7,84,2022,1,37632.0,31303.61,83.2
7,84,2022,2,26888.0,26541.19,98.7
7,84,2022,3,23971.0,21739.51,90.7
7,84,2022,4,35487.0,38046.4,107.2
7,84,2023,1,23755.0,27080.1,114.0
7,84,2023,2,14580.0,13036.72,89.4
7,84,2023,3,26705.0,26500.73,99.2
7,84,2023,4,27074.0,32121.06,118.6
9,86,2019,1,26794.0,25679.19,95.8
9,86,2019,2,10682.0,12371.77,115.8
9,86,2019,3,12616.0,11344.73,89.9
9,86,2019,4,22716.0,23393.13,103.0
9,86,2020,1,14394.0,13688.48,95.1
9,86,2020,2,17753.0,14810.33,83.4
9,86,2020,3,15536.0,17277.06,111.2
9,86,2020,4,6309.0,6394.7,101.4
9,86,2021,1,36380.0,32052.95,88.1
9,86,2021,2,9098.0,10326.96,113.5
9,86,2021,3,9245.0,8986.46,97.2
9,86,2021,4,23583.0,24120.85,102.3
9,86,2022,1,11938.0,12339.35,103.4
9,86,2022,2,7719.0,8343.55,108.1
9,86,2022,3,20293.0,20788.11,102.4
9,86,2022,4,17590.0,16221.15,92.2
9,86,2023,1,24039.0,19306.37,80.3
9,86,2023,2,24452.0,23111.07,94.5
9,86,2023,3,17730.0,20624.53,116.3
9,86,2023,4,22543.0,20599.99,91.4
9,92,2019,1,9752.0,10725.46,110.0
9,92,2019,2,16838.0,17004.03,101.0
9,92,2019,3,23043.0,21581.61,93.7
9,92,2019,4,15606.0,18703.42,119.8
9,92,2020,1,23518.0,22333.06,95.0
9,92,2020,2,13406.0,13330.29,99.4
9,92,2020,3,14853.0,17504.27,117.9
9,92,2020,4,18827.0,21629.98,114.9
9,92,2021,1,17862.0,20334.48,113.8
9,92,2021,2,12523.0,13819.85,110.4
9,92,2021,3,13892.0,13703.34,98.6
9,92,2021,4,23240.0,20562.1,88.5
9,92,2022,1,12146.0,13761.93,113.3
9,92,2022,2,26621.0,28742.25,108.0
9,92,2022,3,21530.0,19904.11,92.4
9,92,2022,4,22668.0,26836.02,118.4
9,92,2023,1,16919.0,18206.06,107.6
9,92,2023,2,18054.0,16358.29,90.6
9,92,2023,3,13683.0,15607.15,114.1
9,92,2023,4,21172.0,22397.42,105.8
8,94,2019,1,42030.0,41701.47,99.2
8,94,2019,2,21404.0,25362.4,118.5
8,94,2019,3,46060.0,40440.07,87.8
8,94,2019,4,38036.0,34472.63,90.6
8,94,2020,1,31273.0,35017.4,112.0
8,94,2020,2,21962.0,25593.44,116.5
8,94,2020,3,24284.0,20722.92,85.3
8,94,2020,4,35045.0,41072.06,117.2
8,94,2021,1,28802.0,34172.92,118.6
8,94,2021,2,38677.0,42471.48,109.8
8,94,2021,3,30313.0,31147.59,102.8
8,94,2021,4,48393.0,46076.47,95.2
8,94,2022,1,45582.0,37976.56,83.3
8,94,2022,2,30319.0,34105.93,112.5
8,94,2022,3,34289.0,30492.56,88.9
8,94,2022,4,48821.0,45270.44,92.7
8,94,2023,1,46332.0,48072.18,103.8
8,94,2023,2,22332.0,26737.64,119.7
8,94,2023,3,38468.0,36374.32,94.6
8,94,2023,4,48862.0,51913.66,106.2
1,104,2019,1,39172.0,34391.67,87.8
1,104,2019,2,66436.0,57733.63,86.9
1,104,2019,3,38154.0,44518.06,116.7
1,104,2019,4,54546.0,65335.09,119.8
1,104,2020,1,68355.0,60216.46,88.1
1,104,2020,2,37347.0,30392.28,81.4
1,104,2020,3,45830.0,47677.48,104.0
1,104,2020,4,79662.0,86757.95,108.9
1,104,2021,1,82369.0,85561.06,103.9
1,104,2021,2,83240.0,87787.82,105.5
1,104,2021,3,92621.0,88347.2,95.4
1,104,2021,4,134456.0,111873.32,83.2
1,104,2022,1,85357.0,88924.16,104.2
1,104,2022,2,83014.0,99390.23,119.7
1,104,2022,3,61755.0,72183.45,116.9
1,104,2022,4,130135.0,119788.36,92.0
1,104,2023,1,106331.0,102582.75,96.5
1,104,2023,2,66615.0,68623.55,103.0
1,104,2023,3,104572.0,89018.73,85.1
1,104,2023,4,97848.0,89707.49,91.7
2,109,2019,1,20682.0,24184.21,116.9
2,109,2019,2,22954.0,25580.63,111.4
2,109,2019,3,22721.0,26797.09,117.9
2,109,2019,4,31665.0,36053.52,113.9
2,109,2020,1,16202.0,19361.44,119.5
2,109,2020,2,18018.0,14594.06,81.0
2,109,2020,3,14081.0,11481.42,81.5
3,111,2019,1,13583.0,11626.56,85.6
3,111,2019,2,16461.0,17575.97,106.8
3,111,2019,3,19850.0,18371.02,92.5
3,111,2019,4,19604.0,18220.65,92.9
3,111,2020,1,19650.0,23207.32,118.1
3,111,2020,2,8541.0,9836.66,115.2
3,111,2020,3,19911.0,16351.15,82.1
3,111,2020,4,32872.0,29943.13,91.1
3,111,2021,1,19796.0,20055.98,101.3
3,111,2021,2,18717.0,20552.71,109.8
3,111,2021,3,17266.0,20088.89,116.3
3,111,2021,4,29268.0,24781.64,84.7
3,111,2022,1,33054.0,26949.48,81.5
3,111,2022,2,14950.0,13649.66,91.3
3,111,2022,3,26426.0,31409.33,118.9
3,111,2022,4,18778.0,18214.91,97.0
3,111,2023,1,38313.0,30650.48,80.0
3,111,2023,2,12705.0,15201.96,119.7
3,111,2023,3,17272.0,18099.85,104.8
3,111,2023,4,22877.0,26973.06,117.9
3,116,2019,1,14435.0,13574.69,94.0
3,116,2019,2,32791.0,30357.98,92.6
3,116,2019,3,14887.0,17689.78,118.8
3,116,2019,4,15758.0,17615.13,111.8
3,116,2020,1,21179.0,22226.28,104.9
3,116,2020,2,10101.0,10962.43,108.5
3,116,2020,3,14934.0,17353.67,116.2
3,116,2020,4,24525.0,23344.35,95.2
3,116,2021,1,15656.0,14551.51,92.9
3,116,2021,2,25692.0,21689.41,84.4
3,116,2021,3,9007.0,10231.78,113.6
3,116,2021,4,29682.0,32925.17,110.9
3,116,2022,1,24185.0,20765.3,85.9
3,116,2022,2,26383.0,25922.94,98.3
3,116,2022,3,13376.0,14750.36,110.3
3,116,2022,4,13485.0,13564.61,100.6
3,116,2023,1,24770.0,24023.43,97.0
3,116,2023,2,15355.0,15383.64,100.2
3,116,2023,3,28907.0,27798.07,96.2
3,116,2023,4,26006.0,21723.21,83.5
6,121,2019,1,41925.0,34999.64,83.5
6,121,2019,2,31591.0,26674.28,84.4
6,121,2019,3,31342.0,26651.42,85.0
6,121,2019,4,37260.0,44631.99,119.8
6,121,2020,1,27220.0,25216.98,92.6
6,121,2020,2,16684.0,16164.22,96.9
6,121,2020,3,24283.0,21945.82,90.4
6,121,2020,4,25753.0,29624.72,115.0
6,121,2021,1,15465.0,14579.37,94.3
6,121,2021,2,35178.0,32849.8,93.4
6,121,2021,3,45695.0,37333.47,81.7
6,121,2021,4,41897.0,43822.06,104.6
6,121,2022,1,29892.0,26110.9,87.4
6,121,2022,2,36283.0,34973.56,96.4
6,121,2022,3,27660.0,28297.67,102.3
6,121,2022,4,35582.0,31451.88,88.4
6,121,2023,1,29902.0,28327.49,94.7
6,121,2023,2,29239.0,23620.43,80.8
6,121,2023,3,31355.0,28045.75,89.4
6,121,2023,4,43500.0,35966.2,82.7
5,140,2019,1,20104.0,20559.05,102.3
5,140,2019,2,18935.0,22260.21,117.6
5,140,2019,3,23876.0,22402.52,93.8
5,140,2019,4,17913.0,21401.25,119.5
5,140,2020,1,13180.0,11363.17,86.2
5,140,2020,2,19844.0,16574.93,83.5
5,140,2020,3,17460.0,18619.02,106.6
5,140,2020,4,22792.0,22211.15,97.5
5,140,2021,1,21449.0,19240.4,89.7
5,140,2021,2,27394.0,22852.46,83.4
5,140,2021,3,20585.0,17415.05,84.6
5,140,2021,4,29892.0,31385.34,105.0
5,140,2022,1,28971.0,31312.51,108.1
5,140,2022,2,27569.0,28014.38,101.6
5,140,2022,3,23208.0,24570.76,105.9
5,140,2022,4,26203.0,30896.21,117.9
5,140,2023,1,15255.0,18160.78,119.0
5,140,2023,2,22106.0,21957.64,99.3
5,140,2023,3,26142.0,26065.17,99.7
5,140,2023,4,28010.0,23444.9,83.7
1,161,2019,1,35349.0,35944.16,101.7
1,161,2019,2,44782.0,45822.69,102.3
1,161,2019,3,50434.0,57454.25,113.9
1,161,2019,4,61223.0,67823.03,110.8
1,161,2020,1,65257.0,53804.83,82.5
1,161,2020,2,28040.0,27444.46,97.9
1,161,2020,3,59993.0,52594.98,87.7
1,161,2020,4,80718.0,82951.85,102.8
1,161,2021,1,92380.0,83493.91,90.4
1,161,2021,2,57052.0,67024.7,117.5
1,161,2021,3,88940.0,82067.03,92.3
1,161,2021,4,100857.0,88930.74,88.2
1,161,2022,1,65176.0,73862.35,113.3
1,161,2022,2,63014.0,65924.3,104.6
1,161,2022,3,72702.0,85400.77,117.5
1,161,2022,4,120070.0,106900.7,89.0
1,161,2023,1,87917.0,89669.92,102.0
1,161,2023,2,93725.0,82182.06,87.7
1,161,2023,3,84833.0,87808.5,103.5
1,161,2023,4,88516.0,105446.71,119.1
4,174,2019,1,33415.0,31902.08,95.5
4,174,2019,2,34671.0,35154.12,101.4
4,174,2019,3,27830.0,30024.13,107.9
4,174,2019,4,46741.0,39212.36,83.9
4,174,2020,1,26286.0,30732.89,116.9
4,174,2020,2,27855.0,29448.95,105.7
4,174,2020,3,32864.0,38878.44,118.3
4,174,2020,4,27464.0,31380.76,114.3
4,174,2021,1,44648.0,39848.8,89.3
4,174,2021,2,31540.0,29365.89,93.1
4,174,2021,3,21914.0,25809.89,117.8
4,174,2021,4,39444.0,40130.57,101.7
4,174,2022,1,30880.0,31042.32,100.5
4,174,2022,2,33906.0,29558.31,87.2
4,174,2022,3,49116.0,47876.99,97.5
4,174,2022,4,33806.0,32397.91,95.8
4,174,2023,1,46518.0,48317.87,103.9
4,174,2023,2,35153.0,34983.59,99.5
4,174,2023,3,33201.0,34052.5,102.6
4,174,2023,4,40545.0,44098.19,108.8
4,184,2019,1,26076.0,30582.42,117.3
4,184,2019,2,25010.0,26177.87,104.7
4,184,2019,3,35196.0,36423.77,103.5
4,184,2019,4,42906.0,34903.9,81.3
4,184,2020,1,25779.0,26457.48,102.6
4,184,2020,2,38976.0,31383.74,80.5
4,184,2020,3,29052.0,29744.58,102.4
4,184,2020,4,41687.0,49869.67,119.6
4,184,2021,1,30652.0,35497.4,115.8
4,184,2021,2,41026.0,39373.42,96.0
4,184,2021,3,37195.0,39487.77,106.2
4,184,2021,4,51378.0,51440.11,100.1
4,184,2022,1,33377.0,34288.36,102.7
4,184,2022,2,22596.0,25208.63,111.6
4,184,2022,3,42780.0,36080.71,84.3
4,184,2022,4,33393.0,28529.66,85.4
4,184,2023,1,35786.0,32439.66,90.6
4,184,2023,2,28896.0,29450.96,101.9
4,184,2023,3,54056.0,47864.93,88.5
4,184,2023,4,42820.0,48630.35,113.6
7,188,2019,1,19916.0,21149.54,106.2
7,188,2019,2,18652.0,20788.01,111.5
7,188,2019,3,38403.0,33309.07,86.7
7,188,2019,4,43600.0,42409.81,97.3
7,188,2020,1,28996.0,23520.62,81.1
7,188,2020,2,13854.0,15369.01,110.9
7,188,2020,3,21864.0,26071.34,119.2
7,188,2020,4,41045.0,41041.96,100.0
7,188,2021,1,33646.0,32585.01,96.8
7,188,2021,2,21058.0,24728.07,117.4
7,188,2021,3,36527.0,36503.6,99.9
7,188,2021,4,27209.0,23340.54,85.8
7,188,2022,1,15999.0,18915.66,118.2
7,188,2022,2,35228.0,32262.86,91.6
7,188,2022,3,47022.0,50854.53,108.2
7,188,2022,4,21876.0,24790.61,113.3
7,188,2023,1,31032.0,34588.45,111.5
7,188,2023,2,23395.0,27744.93,118.6
7,188,2023,3,33833.0,31778.38,93.9
7,188,2023,4,33227.0,34641.7,104.3
5,189,2019,1,22412.0,22724.75,101.4
5,189,2019,2,29320.0,24293.26,82.9
5,189,2019,3,27982.0,25547.14,91.3
5,189,2019,4,23919.0,22956.1,96.0
5,189,2020,1,20647.0,17780.45,86.1
5,189,2020,2,19642.0,20204.84,102.9
5,189,2020,3,24998.0,25228.43,100.9
5,189,2020,4,24644.0,22683.72,92.0
5,189,2021,1,17750.0,19581.92,110.3
5,189,2021,2,21349.0,22161.75,103.8
5,189,2021,3,18698.0,19658.76,105.1
5,189,2021,4,25433.0,27046.43,106.3
5,189,2022,1,32500.0,33223.15,102.2
5,189,2022,2,26822.0,30830.09,114.9
5,189,2022,3,18871.0,19516.34,103.4
5,189,2022,4,31300.0,35797.27,114.4
5,189,2023,1,41692.0,37970.01,91.1
5,189,2023,2,24564.0,20969.81,85.4
