order_line_id,order_id,product_id,quantity,unit_price,line_total,unit_cost,margin
955,304,3,23,8.92,205.16,5.9,69.46
956,304,90,12,2.94,35.28,2.11,9.96
957,304,86,10,7.94,79.4,5.65,22.9
982,314,15,22,6.2,136.4,4.03,47.74
983,314,51,37,8.6,318.2,5.46,116.18
984,314,11,34,10.12,344.08,6.4,126.48
985,314,59,50,7.56,378.0,4.76,140.0
986,314,105,39,13.94,543.66,9.0,192.66
992,318,117,6,7.39,44.34,6.0,8.34
993,318,85,30,7.35,220.5,5.18,65.1
1045,333,6,10,6.53,65.3,4.69,18.4
1100,353,29,37,22.25,823.25,15.78,239.39
1101,353,96,7,3.7,25.9,2.38,9.24
1102,353,41,7,20.57,143.99,13.22,51.45
1225,394,70,9,10.76,96.84,6.89,34.83
1226,394,106,35,18.32,641.2,10.34,279.3
1227,394,9,7,5.23,36.61,3.67,10.92
1228,394,57,15,14.09,211.35,8.93,77.4
1229,394,92,33,8.26,272.58,5.12,103.62
1236,397,100,23,5.2,119.6,3.2,46.0
1237,397,7,36,5.26,189.36,3.21,73.8
1238,397,74,102,15.66,1597.32,10.01,576.3
1239,398,119,4,6.14,24.56,4.78,5.44
1250,402,82,17,9.07,154.19,5.91,53.72
1251,402,75,17,14.24,242.08,8.01,105.91
1252,402,21,23,6.03,138.69,3.92,48.53
1253,402,90,18,3.1,55.8,2.11,17.82
1258,404,37,25,14.67,366.75,9.8,121.75
1259,404,73,16,11.58,185.28,6.87,75.36
1260,404,63,28,10.25,287.0,6.66,100.52
1261,404,107,14,9.85,137.9,6.0,53.9
1262,404,85,71,8.22,583.62,5.18,215.84
1391,446,51,10,8.6,86.0,5.46,31.4
1392,446,18,19,4.84,91.96,2.7,40.66
1393,446,37,77,15.44,1188.88,9.8,434.28
1394,446,35,12,17.05,204.6,10.85,74.4
1395,446,76,4,12.54,50.16,7.24,21.2
1443,458,112,23,8.22,189.06,6.13,48.07
1444,458,100,126,4.94,622.44,3.2,219.24
1500,480,29,39,22.25,867.75,15.78,252.33
1501,480,57,56,14.09,789.04,8.93,288.96
1502,480,41,52,20.57,1069.64,13.22,382.2
1503,480,8,54,4.78,258.12,2.78,108.0
1504,480,56,26,11.12,289.12,6.54,119.08
1554,497,63,41,10.25,420.25,6.66,147.19
1555,497,77,7,10.29,72.03,6.61,25.76
1571,503,40,11,16.68,183.48,12.25,48.73
1572,503,52,52,11.27,586.04,7.33,204.88
1573,503,117,46,7.82,359.72,6.0,83.72
1574,503,37,28,13.9,389.2,9.8,114.8
1575,503,61,12,6.4,76.8,4.72,20.16
1603,513,24,46,11.8,542.8,8.38,157.32
1617,519,86,36,7.52,270.72,5.65,67.32
1618,519,20,19,8.65,164.35,5.45,60.8
1619,519,26,7,9.31,65.17,7.37,13.58
1682,541,22,8,6.69,53.52,4.58,16.88
1683,541,30,27,15.81,426.87,9.43,172.26
1684,541,85,4,8.22,32.88,5.18,12.16
1741,559,11,29,9.61,278.69,6.4,93.09
1742,559,3,6,8.92,53.52,5.9,18.12
1743,559,44,58,16.21,940.18,11.28,285.94
1744,559,76,18,11.91,214.38,7.24,84.06
1775,570,67,12,5.58,66.96,3.55,24.36
1776,570,107,14,10.37,145.18,6.0,61.18
1777,570,108,35,16.75,586.25,11.94,168.35
1863,598,52,20,11.89,237.8,7.33,91.2
1914,617,21,81,5.43,439.83,3.92,122.31
1915,617,55,4,8.39,33.56,6.31,8.32
1935,624,87,22,9.15,201.3,5.73,75.24
1936,624,27,25,7.88,197.0,5.07,70.25
1976,640,57,26,14.09,366.34,8.93,134.16
1977,640,106,7,18.32,128.24,10.34,55.86
1978,640,28,6,10.49,62.94,6.99,21.0
1996,647,86,92,8.36,769.12,5.65,249.32
2031,659,118,8,8.5,68.0,5.53,23.76
2032,659,75,42,14.24,598.08,8.01,261.66
2046,664,67,18,5.58,100.44,3.55,36.54
2047,664,108,7,16.75,117.25,11.94,33.67
2048,664,3,10,9.39,93.9,5.9,34.9
2049,664,32,7,13.24,92.68,9.34,27.3
2075,674,109,20,14.75,295.0,9.91,96.8
2138,693,115,31,8.87,274.97,5.8,95.17
2139,693,55,8,9.32,74.56,6.31,24.08
2140,693,109,17,15.53,264.01,9.91,95.54
2141,693,81,44,12.54,551.76,8.35,184.36
2142,694,31,68,12.95,880.6,8.33,314.16
2144,696,34,38,16.94,643.72,12.22,179.36
2145,696,46,10,18.87,188.7,14.22,46.5
2203,714,111,14,12.85,179.9,8.09,66.64
2204,714,113,12,8.47,101.64,5.99,29.76
2205,714,29,11,21.14,232.54,15.78,58.96
2206,714,69,6,8.33,49.98,5.27,18.36
2207,714,35,35,16.2,567.0,10.85,187.25
2250,728,35,6,17.05,102.3,10.85,37.2
2251,728,47,19,16.03,304.57,9.77,118.94
2252,728,72,85,14.07,1195.95,8.93,436.9
2253,728,103,6,15.06,90.36,8.3,40.56
2254,728,18,8,4.84,38.72,2.7,17.12
2276,736,27,18,7.88,141.84,5.07,50.58
2324,752,39,25,18.15,453.75,13.65,112.5
2325,752,53,7,9.28,64.96,6.68,18.2
2326,752,99,20,7.62,152.4,5.56,41.2
2327,752,54,11,11.55,127.05,8.51,33.44
2329,754,49,4,9.24,36.96,6.8,9.76
2330,754,97,29,4.39,127.31,3.28,32.19
2425,787,4,9,7.35,66.15,4.7,23.85
2426,787,13,44,4.58,201.52,2.88,74.8
2427,787,97,14,4.16,58.24,3.28,12.32
2474,802,86,14,7.94,111.16,5.65,32.06
2475,802,79,61,9.94,606.34,6.97,181.17
2476,802,35,28,16.2,453.6,10.85,149.8
2477,802,91,12,4.0,48.0,2.55,17.4
2478,802,109,14,14.75,206.5,9.91,67.76
2532,819,13,10,4.84,48.4,2.88,19.6
2533,819,21,12,5.73,68.76,3.92,21.72
2534,819,61,59,6.75,398.25,4.72,119.77
2552,826,5,33,9.24,304.92,5.46,124.74
2577,835,5,65,8.32,540.8,5.46,185.9
2578,835,88,2,6.39,12.78,4.69,3.4
2579,835,34,27,16.94,457.38,12.22,127.44
2580,835,95,5,3.47,17.35,2.3,5.85
2614,845,23,25,7.42,185.5,4.78,66.0
2615,845,70,19,10.22,194.18,6.89,63.27
2616,845,88,24,6.74,161.76,4.69,49.2
2617,845,3,161,8.92,1436.12,5.9,486.22
2618,845,98,15,3.77,56.55,2.6,17.55
2631,849,26,19,10.34,196.46,7.37,56.43
2632,849,65,42,10.31,433.02,6.8,147.42
2633,849,16,10,4.71,47.1,3.12,15.9
2634,849,87,22,9.15,201.3,5.73,75.24
2663,858,79,27,10.46,282.42,6.97,94.23
2664,858,94,7,5.64,39.48,3.54,14.7
2665,858,48,11,23.47,258.17,13.99,104.28
2666,858,23,64,7.81,499.84,4.78,193.92
2667,859,30,21,16.64,349.44,9.43,151.41
2668,859,94,16,5.64,90.24,3.54,33.6
2669,859,114,29,13.35,387.15,7.49,169.94
2710,872,91,8,4.0,32.0,2.55,11.6
2711,872,119,5,6.48,32.4,4.78,8.5
2712,872,58,12,11.84,142.08,8.15,44.28
2713,872,29,72,21.14,1522.08,15.78,385.92
2723,876,8,12,4.54,54.48,2.78,21.12
2724,876,89,13,6.92,89.96,4.55,30.81
2725,876,111,15,12.85,192.75,8.09,71.4
2726,876,77,3,10.29,30.87,6.61,11.04
2838,914,66,10,6.34,63.4,4.64,17.0
2839,914,18,179,4.6,823.4,2.7,340.1
2840,914,53,154,9.79,1507.66,6.68,478.94
2863,922,38,27,20.02,540.54,11.9,219.24
2864,922,41,24,20.57,493.68,13.22,176.4
2865,922,9,26,5.23,135.98,3.67,40.56
2866,922,30,19,16.64,316.16,9.43,136.99
2867,922,114,3,13.35,40.05,7.49,17.58
2875,925,92,12,7.85,94.2,5.12,32.76
2876,925,65,7,9.79,68.53,6.8,20.93
2877,925,59,36,7.18,258.48,4.76,87.12
2910,938,53,32,9.28,296.96,6.68,83.2
2911,938,76,2,11.29,22.58,7.24,8.1
2912,938,2,43,8.97,385.71,6.61,101.48
2948,949,47,7,15.23,106.61,9.77,38.22
2969,956,38,14,20.02,280.28,11.9,113.68
2984,961,34,30,18.82,564.6,12.22,198.0
2985,961,93,41,2.92,119.72,1.67,51.25
2986,961,103,24,15.06,361.44,8.3,162.24
2987,961,23,21,7.81,164.01,4.78,63.63
2988,961,89,15,7.28,109.2,4.55,40.95
2998,967,14,4,9.29,37.16,6.43,11.44
2999,967,94,61,5.36,326.96,3.54,111.02
3000,967,12,39,4.49,175.11,3.35,44.46
3140,1012,105,9,13.24,119.16,9.0,38.16
3203,1035,102,4,12.67,50.68,7.69,19.92
3204,1035,5,4,8.78,35.12,5.46,13.28
3205,1035,93,4,2.77,11.08,1.67,4.4
3206,1035,8,20,4.54,90.8,2.78,35.2
3207,1035,105,5,13.24,66.2,9.0,21.2
3309,1069,57,8,13.39,107.12,8.93,35.68
3310,1069,39,64,19.16,1226.24,13.65,352.64
3311,1069,110,7,15.31,107.17,11.52,26.53
3312,1069,2,17,9.47,160.99,6.61,48.62
3313,1069,111,52,12.85,668.2,8.09,247.52
3324,1073,116,15,12.95,194.25,8.16,71.85
3325,1073,80,47,9.27,435.69,6.26,141.47
3326,1073,47,11,16.03,176.33,9.77,68.86
3327,1073,27,11,7.88,86.68,5.07,30.91
3328,1073,92,10,8.26,82.6,5.12,31.4
3407,1103,68,8,6.22,49.76,4.2,16.16
3411,1106,19,23,9.76,224.48,6.8,68.08
3412,1106,117,10,8.26,82.6,6.0,22.6
3413,1106,27,5,7.49,37.45,5.07,12.1
3414,1106,7,34,5.0,170.0,3.21,60.86
3415,1106,110,14,15.31,214.34,11.52,53.06
3517,1138,37,43,15.44,663.92,9.8,242.52
3518,1138,90,30,3.1,93.0,2.11,29.7
3519,1138,118,4,8.5,34.0,5.53,11.88
3530,1142,41,11,20.57,226.27,13.22,80.85
3531,1142,103,23,15.06,346.38,8.3,155.48
3532,1142,89,2,7.28,14.56,4.55,5.46
3533,1142,92,24,8.26,198.24,5.12,75.36
3537,1145,116,19,11.65,221.35,8.16,66.31
3538,1145,118,11,7.65,84.15,5.53,23.32
3539,1145,41,29,18.51,536.79,13.22,153.41
3540,1145,46,12,18.87,226.44,14.22,55.8
3632,1174,111,59,11.5,678.5,8.09,201.19
3633,1174,78,12,10.28,123.36,6.86,41.04
3652,1183,85,12,8.65,103.8,5.18,41.64
3653,1183,47,15,16.03,240.45,9.77,93.9
3678,1193,2,46,9.97,458.62,6.61,154.56
3679,1193,14,5,9.78,48.9,6.43,16.75
3685,1196,64,9,10.38,93.42,7.52,25.74
3769,1226,11,10,9.61,96.1,6.4,32.1
3770,1226,24,54,11.21,605.34,8.38,152.82
3785,1233,104,9,9.9,89.1,6.94,26.64
3786,1233,43,19,15.76,299.44,9.59,117.23
3807,1243,32,19,13.24,251.56,9.34,74.1
3808,1243,98,16,3.97,63.52,2.6,21.92
3809,1243,64,28,10.93,306.04,7.52,95.48
3810,1243,110,19,16.12,306.28,11.52,87.4
3871,1265,1,30,7.69,230.7,4.43,97.8
3872,1265,58,20,12.46,249.2,8.15,86.2
3873,1265,60,21,10.53,221.13,7.32,67.41
3892,1272,68,31,6.22,192.82,4.2,62.62
3893,1272,23,105,7.81,820.05,4.78,318.15
3894,1272,89,21,7.28,152.88,4.55,57.33
3895,1272,72,7,14.07,98.49,8.93,35.98
3933,1287,96,54,3.7,199.8,2.38,71.28
3934,1287,67,16,5.58,89.28,3.55,32.48
3935,1287,15,78,6.2,483.6,4.03,169.26
4007,1314,13,42,5.09,213.78,2.88,92.82
4008,1314,6,20,6.53,130.6,4.69,36.8
4009,1314,53,39,10.31,402.09,6.68,141.57
4010,1314,94,24,5.64,135.36,3.54,50.4
4041,1325,22,5,6.69,33.45,4.58,10.55
4042,1325,88,12,6.74,80.88,4.69,24.6
4043,1325,66,66,6.34,418.44,4.64,112.2
4071,1334,91,48,4.21,202.08,2.55,79.68
4072,1334,113,13,8.92,115.96,5.99,38.09
4076,1336,74,10,14.09,140.9,10.01,40.8
4077,1336,71,15,9.77,146.55,6.29,52.2
4078,1336,46,12,18.87,226.44,14.22,55.8
4120,1352,64,10,10.93,109.3,7.52,34.1
4121,1352,76,19,12.54,238.26,7.24,100.7
4129,1355,61,26,7.11,184.86,4.72,62.14
4130,1355,13,94,5.09,478.46,2.88,207.74
4131,1355,77,17,10.83,184.11,6.61,71.74
4163,1366,11,9,9.61,86.49,6.4,28.89
4164,1366,45,6,15.88,95.28,11.87,24.06
4165,1366,16,5,4.47,22.35,3.12,6.75
4166,1366,97,11,4.39,48.29,3.28,12.21
4179,1373,112,14,8.22,115.08,6.13,29.26
4180,1373,20,33,9.13,301.29,5.45,121.44
4181,1373,90,8,2.94,23.52,2.11,6.64
4190,1378,79,6,9.94,59.64,6.97,17.82
4229,1389,2,32,9.97,319.04,6.61,107.52
4230,1389,89,24,7.28,174.72,4.55,65.52
4256,1396,81,34,12.54,426.36,8.35,142.46
4257,1396,100,23,5.2,119.6,3.2,46.0
4258,1396,112,67,8.65,579.55,6.13,168.84
4259,1396,20,22,9.61,211.42,5.45,91.52
4272,1403,20,21,9.61,201.81,5.45,87.36
4273,1403,36,31,15.84,491.04,11.32,140.12
4289,1410,24,31,10.03,310.93,8.38,51.15
4320,1421,31,20,11.65,233.0,8.33,66.4
4404,1445,12,12,4.73,56.76,3.35,16.56
4405,1445,6,16,6.53,104.48,4.69,29.44
4406,1445,67,100,5.58,558.0,3.55,203.0
4407,1446,95,14,3.86,54.04,2.3,21.84
4408,1446,97,19,4.62,87.78,3.28,25.46
4409,1446,61,24,7.11,170.64,4.72,57.36
4410,1446,20,5,9.61,48.05,5.45,20.8
4418,1449,56,45,11.12,500.4,6.54,206.1
4419,1449,116,167,12.95,2162.65,8.16,799.93
4420,1449,63,14,10.79,151.06,6.66,57.82
4421,1449,94,18,5.64,101.52,3.54,37.8
4427,1451,32,23,11.92,274.16,9.34,59.34
4428,1451,59,8,6.8,54.4,4.76,16.32
4429,1451,54,8,11.55,92.4,8.51,24.32
4430,1451,37,7,13.9,97.3,9.8,28.7
4431,1451,13,16,4.58,73.28,2.88,27.2
4495,1474,25,11,7.13,78.43,4.39,30.14
4496,1474,100,19,5.2,98.8,3.2,38.0
4497,1474,69,27,8.77,236.79,5.27,94.5
4518,1481,9,28,5.23,146.44,3.67,43.68
4519,1481,82,6,9.07,54.42,5.91,18.96
4520,1481,118,27,8.5,229.5,5.53,80.19
4521,1481,61,8,7.11,56.88,4.72,19.12
4522,1481,20,4,9.61,38.44,5.45,16.64
4523,1482,44,7,16.21,113.47,11.28,34.51
4524,1482,2,31,9.47,293.57,6.61,88.66
4529,1485,100,36,4.68,168.48,3.2,53.28
4530,1485,14,32,8.8,281.6,6.43,75.84
4531,1485,91,13,3.79,49.27,2.55,16.12
4532,1485,115,4,7.98,31.92,5.8,8.72
4533,1485,95,23,3.47,79.81,2.3,26.91
4586,1506,102,13,12.67,164.71,7.69,64.74
4587,1506,69,32,8.33,266.56,5.27,97.92
4588,1506,82,4,8.62,34.48,5.91,10.84
4589,1506,87,8,8.69,69.52,5.73,23.68
4590,1506,119,11,6.48,71.28,4.78,18.7
4620,1517,27,13,7.88,102.44,5.07,36.53
4621,1517,20,8,9.61,76.88,5.45,33.28
4630,1521,81,5,11.29,56.45,8.35,14.7
4631,1521,39,27,18.15,490.05,13.65,121.5
4632,1521,100,16,4.68,74.88,3.2,23.68
4705,1545,69,4,8.77,35.08,5.27,14.0
4736,1558,19,10,10.27,102.7,6.8,34.7
4737,1558,8,15,4.78,71.7,2.78,30.0
4738,1558,108,13,16.75,217.75,11.94,62.53
4748,1561,73,7,10.97,76.79,6.87,28.7
4749,1561,55,25,8.39,209.75,6.31,52.0
4750,1561,110,5,14.51,72.55,11.52,14.95
4751,1561,67,15,5.02,75.3,3.55,22.05
4806,1582,91,11,3.79,41.69,2.55,13.64
4807,1582,76,32,11.29,361.28,7.24,129.6
4808,1582,47,12,14.43,173.16,9.77,55.92
4821,1586,16,9,4.71,42.39,3.12,14.31
4822,1586,99,39,8.47,330.33,5.56,113.49
4823,1586,87,23,9.15,210.45,5.73,78.66
4824,1586,112,1,8.65,8.65,6.13,2.52
4825,1586,63,31,10.79,334.49,6.66,128.03
4838,1591,29,35,21.14,739.9,15.78,187.6
4839,1591,3,10,8.92,89.2,5.9,30.2
4840,1591,8,26,4.54,118.04,2.78,45.76
4841,1591,117,4,8.26,33.04,6.0,9.04
4851,1594,80,13,9.27,120.51,6.26,39.13
4922,1622,40,32,18.53,592.96,12.25,200.96
4923,1622,104,17,10.42,177.14,6.94,59.16
4924,1622,45,19,16.72,317.68,11.87,92.15
4925,1622,37,24,15.44,370.56,9.8,135.36
4999,1652,36,38,15.84,601.92,11.32,171.76
5000,1652,114,19,13.35,253.65,7.49,111.34
5001,1652,59,12,7.56,90.72,4.76,33.6
5002,1652,64,15,10.93,163.95,7.52,51.15
5003,1652,57,26,14.09,366.34,8.93,134.16
5022,1658,98,5,3.37,16.85,2.6,3.85
5023,1658,74,9,13.31,119.79,10.01,29.7
5024,1658,54,12,10.91,130.92,8.51,28.8
5025,1658,40,3,15.75,47.25,12.25,10.5
5026,1658,56,10,9.45,94.5,6.54,29.1
5043,1665,13,57,5.09,290.13,2.88,125.97
5044,1665,93,52,2.92,151.84,1.67,65.0
5045,1665,110,30,16.12,483.6,11.52,138.0
5046,1665,63,29,10.79,312.91,6.66,119.77
5047,1665,87,8,9.15,73.2,5.73,27.36
5173,1706,33,15,14.54,218.1,11.24,49.5
5201,1715,11,14,10.12,141.68,6.4,52.08
5202,1715,45,172,16.72,2875.84,11.87,834.2
5203,1715,56,97,11.12,1078.64,6.54,444.26
5256,1733,54,38,12.83,487.54,8.51,164.16
5257,1733,43,41,16.59,680.19,9.59,287.0
5307,1749,105,13,13.24,172.12,9.0,55.12
5308,1749,9,21,4.97,104.37,3.67,27.3
5348,1763,44,15,17.06,255.9,11.28,86.7
5349,1763,23,3,7.81,23.43,4.78,9.09
5350,1763,7,35,5.26,184.1,3.21,71.75
5363,1769,100,7,4.94,34.58,3.2,12.18
5364,1769,96,9,3.52,31.68,2.38,10.26
5383,1778,81,7,12.54,87.78,8.35,29.33
5384,1778,73,49,12.19,597.31,6.87,260.68
5385,1778,59,79,7.56,597.24,4.76,221.2
5386,1778,95,109,3.86,420.74,2.3,170.04
5387,1778,60,11,10.53,115.83,7.32,35.31
5458,1801,34,47,18.82,884.54,12.22,310.2
5459,1801,116,56,12.95,725.2,8.16,268.24
5460,1801,13,31,5.09,157.79,2.88,68.51
5466,1804,85,44,7.79,342.76,5.18,114.84
5467,1804,99,54,7.62,411.48,5.56,111.24
5468,1804,69,25,7.89,197.25,5.27,65.5
5469,1804,111,8,12.18,97.44,8.09,32.72
5489,1812,10,11,5.61,61.71,3.4,24.31
5490,1812,94,13,5.64,73.32,3.54,27.3
5491,1812,63,34,10.79,366.86,6.66,140.42
5492,1812,5,8,9.24,73.92,5.46,30.24
5493,1813,117,51,8.69,443.19,6.0,137.19
5524,1826,11,44,9.61,422.84,6.4,141.24
5525,1826,86,15,7.94,119.1,5.65,34.35
5526,1826,79,43,9.94,427.42,6.97,127.71
5527,1826,72,34,13.37,454.58,8.93,150.96
5598,1849,6,37,6.53,241.61,4.69,68.08
5599,1849,116,8,12.95,103.6,8.16,38.32
5600,1849,74,33,15.66,516.78,10.01,186.45
5630,1861,64,23,10.93,251.39,7.52,78.43
5631,1861,74,20,15.66,313.2,10.01,113.0
5646,1867,70,7,9.68,67.76,6.89,19.53
5647,1867,4,41,7.35,301.35,4.7,108.65
5648,1867,18,26,4.36,113.36,2.7,43.16
5649,1867,103,16,13.55,216.8,8.3,84.0
5658,1872,80,86,8.81,757.66,6.26,219.3
5659,1872,79,23,9.94,228.62,6.97,68.31
5660,1872,63,29,10.25,297.25,6.66,104.11
5661,1872,46,43,19.92,856.56,14.22,245.1
5927,1954,74,22,15.66,344.52,10.01,124.3
5928,1954,98,7,3.97,27.79,2.6,9.59
5929,1954,21,67,6.03,404.01,3.92,141.37
5939,1959,35,13,17.05,221.65,10.85,80.6
5967,1967,32,45,12.58,566.1,9.34,145.8
5992,1975,49,26,8.76,227.76,6.8,50.96
6023,1986,74,4,15.66,62.64,10.01,22.6
6082,2009,30,39,16.64,648.96,9.43,281.19
6083,2009,50,12,12.68,152.16,8.18,54.0
6084,2009,46,5,20.97,104.85,14.22,33.75
6085,2009,28,26,10.49,272.74,6.99,91.0
6219,2054,45,18,15.05,270.9,11.87,57.24
6220,2054,96,63,3.33,209.79,2.38,59.85
6221,2054,58,15,11.21,168.15,8.15,45.9
6222,2054,72,9,12.66,113.94,8.93,33.57
6240,2062,54,12,12.83,153.96,8.51,51.84
6241,2063,79,2,10.46,20.92,6.97,6.98
6259,2072,93,15,2.92,43.8,1.67,18.75
6260,2072,103,11,15.06,165.66,8.3,74.36
6296,2086,91,24,3.79,90.96,2.55,29.76
6400,2120,92,58,8.26,479.08,5.12,182.12
6401,2120,22,14,7.04,98.56,4.58,34.44
6402,2121,69,8,8.77,70.16,5.27,28.0
6403,2121,61,7,7.11,49.77,4.72,16.73
6404,2121,98,6,3.97,23.82,2.6,8.22
6405,2121,58,14,12.46,174.44,8.15,60.34
6435,2130,23,51,7.81,398.31,4.78,154.53
6436,2130,2,12,9.97,119.64,6.61,40.32
6437,2131,58,20,11.21,224.2,8.15,61.2
6438,2131,71,45,9.77,439.65,6.29,156.6
6478,2148,32,8,13.24,105.92,9.34,31.2
6479,2148,27,39,7.88,307.32,5.07,109.59
6519,2159,74,5,14.88,74.4,10.01,24.35
6589,2189,43,11,16.59,182.49,9.59,77.0
6590,2189,42,4,17.53,70.12,12.13,21.6
6591,2189,17,11,8.76,96.36,5.06,40.7
6592,2189,56,3,11.12,33.36,6.54,13.74
6593,2189,89,19,7.28,138.32,4.55,51.87
6598,2191,7,23,5.0,115.0,3.21,41.17
6600,2193,10,22,5.05,111.1,3.4,36.3
6601,2193,97,10,4.16,41.6,3.28,8.8
6602,2193,48,8,21.12,168.96,13.99,57.04
6603,2193,59,10,6.8,68.0,4.76,20.4
6604,2193,14,9,8.8,79.2,6.43,21.33
6618,2198,26,19,8.79,167.01,7.37,26.98
6619,2198,117,18,7.39,133.02,6.0,25.02
6620,2198,103,8,12.8,102.4,8.3,36.0
6621,2198,85,91,7.35,668.85,5.18,197.47
6622,2198,102,3,11.34,34.02,7.69,10.95
6648,2209,10,8,5.05,40.4,3.4,13.2
6649,2209,81,20,11.29,225.8,8.35,58.8
6650,2209,87,7,8.24,57.68,5.73,17.57
6651,2209,15,10,5.58,55.8,4.03,15.5
6665,2216,104,18,10.42,187.56,6.94,62.64
6666,2216,106,10,18.32,183.2,10.34,79.8
6667,2216,119,7,6.82,47.74,4.78,14.28
6668,2216,46,6,20.97,125.82,14.22,40.5
6687,2224,43,37,16.59,613.83,9.59,259.0
6688,2224,31,18,12.95,233.1,8.33,83.16
6689,2224,61,5,7.11,35.55,4.72,11.95
6690,2224,117,155,8.69,1346.95,6.0,416.95
6694,2226,89,14,7.28,101.92,4.55,38.22
6695,2226,46,36,20.97,754.92,14.22,243.0
6735,2239,14,27,9.29,250.83,6.43,77.22
6736,2239,88,7,6.74,47.18,4.69,14.35
6767,2249,44,14,17.06,238.84,11.28,80.92
6768,2249,30,32,16.64,532.48,9.43,230.72
6769,2249,26,6,10.34,62.04,7.37,17.82
6782,2253,39,49,20.17,988.33,13.65,319.48
6783,2253,110,29,16.12,467.48,11.52,133.4
6784,2253,46,25,20.97,524.25,14.22,168.75
