response_id,employee_id,department,level,submitted_date,q_pipeline_confidence,q_sql_literacy,q_etl_understanding,q_communicate_data,q_spreadsheet_skill,q_data_for_change,q_data_viz,q_when_to_adopt_ai,q_help_others_adopt,q_lead_change_mgmt,freq_ai_email,freq_ai_reports,freq_ai_code,freq_ai_review,primary_barrier
57,60,Customer Service,2,2023-06-15,3,2,2,2,4,2,3,3,3,2,4,2,2,2,Trust in output
58,61,Sales,3,2023-06-15,3,2,3,4,3,4,4,3,3,3,3,3,2,3,Unclear value
59,62,Administration,1,2023-06-15,3,2,3,3,4,4,2,3,5,3,4,3,4,1,Time pressure
60,63,Customer Service,2,2023-06-15,1,1,1,2,2,2,2,1,4,3,1,2,1,3,Unclear value
61,64,Sales,2,2023-06-15,1,3,3,3,3,3,1,2,2,3,3,3,1,2,Skill gap
62,65,Human Resources,3,2023-06-15,3,4,2,2,4,3,5,3,3,3,2,1,1,3,None
63,66,Accounting,3,2023-06-15,4,4,4,4,5,3,3,4,3,4,3,3,1,3,None
64,67,Accounting,2,2023-06-15,4,4,4,4,3,4,5,3,3,3,2,1,2,3,Data privacy
65,68,Administration,2,2023-06-15,2,2,3,2,3,2,3,3,2,2,3,3,3,2,Data privacy
66,69,Sales,2,2023-06-15,2,2,2,3,2,2,2,3,1,1,1,2,1,2,Skill gap
67,70,Administration,1,2023-06-15,1,2,1,2,4,2,2,3,1,2,2,2,1,1,Skill gap
68,71,Administration,2,2023-06-15,2,1,2,2,1,2,2,2,2,2,2,1,1,2,Data privacy
69,72,Human Resources,3,2023-06-15,3,2,3,4,4,3,4,2,3,3,3,3,2,3,Unclear value
70,73,Administration,2,2023-06-15,3,2,3,3,4,3,2,4,2,3,2,2,2,2,Unclear value
71,74,Sales,3,2023-06-15,3,3,3,3,3,2,3,3,3,3,1,3,1,2,Unclear value
72,75,Customer Service,2,2023-06-15,2,2,2,3,3,3,2,3,2,2,3,2,1,2,Data privacy
73,76,Sales,2,2023-06-15,2,2,3,3,3,3,3,3,3,3,3,1,1,1,None
74,78,Sales,3,2023-06-15,2,1,2,2,4,2,3,3,3,2,2,2,1,3,Data privacy
75,80,Accounting,3,2023-06-15,3,4,2,4,3,2,3,3,3,4,2,3,1,2,Trust in output
76,81,Accounting,3,2023-06-15,3,3,3,4,4,4,3,3,2,2,3,2,2,2,Data privacy
77,82,Accounting,3,2023-06-15,3,4,3,5,4,4,3,4,5,3,3,3,3,3,Skill gap
78,83,Sales,3,2023-06-15,2,3,3,4,4,3,2,3,3,4,2,2,2,3,Unclear value
79,84,Sales,3,2023-06-15,4,5,4,5,5,4,4,5,3,4,3,3,3,5,None
80,85,Administration,1,2023-06-15,3,2,3,3,4,4,2,3,4,3,4,3,2,3,Unclear value
81,86,Sales,2,2023-06-15,1,3,1,3,3,3,3,4,2,2,2,3,1,3,None
82,87,Warehouse,3,2023-06-15,1,2,3,3,3,2,1,2,3,2,3,2,1,1,Trust in output
83,88,Warehouse,3,2023-06-15,3,1,2,3,2,3,3,3,3,3,3,2,1,3,Skill gap
84,89,Warehouse,1,2023-06-15,1,1,2,2,3,3,2,3,2,2,3,3,1,1,Time pressure
85,90,Warehouse,3,2023-06-15,2,3,2,3,3,2,2,4,2,2,3,2,1,2,Data privacy
86,91,Human Resources,3,2023-06-15,3,3,3,3,4,4,4,2,4,3,4,2,2,3,Time pressure
87,92,Sales,3,2023-06-15,2,3,2,2,3,2,2,2,2,1,2,3,1,1,Skill gap
88,93,Customer Service,2,2023-06-15,3,2,4,4,3,4,4,3,3,3,4,1,2,3,Skill gap
89,94,Sales,2,2023-06-15,3,3,2,4,4,4,3,4,4,3,3,3,1,3,Trust in output
90,95,Human Resources,3,2023-06-15,4,3,3,4,4,3,2,4,3,3,3,4,3,2,Time pressure
91,96,Customer Service,2,2023-06-15,3,3,3,3,4,4,2,4,3,3,4,3,1,2,Skill gap
92,97,Human Resources,3,2023-06-15,3,3,3,3,3,4,3,3,2,3,2,2,2,1,Skill gap
93,98,Customer Service,2,2023-06-15,2,2,2,4,3,3,3,3,3,3,3,2,1,2,Unclear value
94,99,Warehouse,3,2023-06-15,3,3,3,3,3,4,3,4,3,3,4,3,2,4,Skill gap
95,100,Human Resources,3,2023-06-15,4,4,3,4,4,5,4,4,4,5,3,4,4,2,Skill gap
96,101,Accounting,2,2023-06-15,3,2,4,3,5,4,2,4,4,4,4,4,3,1,Data privacy
97,102,Warehouse,1,2023-06-15,2,2,1,3,3,2,1,2,1,1,2,1,1,1,Trust in output
98,103,Warehouse,1,2023-06-15,2,1,1,1,1,1,1,1,1,1,2,2,1,1,Data privacy
99,104,Sales,3,2023-06-15,2,4,3,3,3,2,4,4,2,4,4,3,2,3,Unclear value
100,105,Human Resources,3,2023-06-15,4,2,3,2,4,4,3,4,3,3,4,2,1,3,Time pressure
101,106,Administration,1,2023-06-15,1,2,2,3,3,1,3,3,2,3,1,2,2,1,Unclear value
102,107,Customer Service,2,2023-06-15,3,3,2,2,4,2,3,3,2,3,3,2,2,1,Time pressure
103,108,Administration,1,2023-06-15,3,3,2,3,3,1,2,3,2,2,2,1,1,2,Skill gap
104,109,Sales,2,2023-06-15,3,3,4,5,4,4,4,5,3,4,5,4,2,4,None
105,110,Human Resources,3,2023-06-15,3,3,3,4,4,4,3,4,2,3,3,3,2,3,Trust in output
106,111,Sales,3,2023-06-15,3,2,2,3,3,4,3,2,3,2,3,3,1,2,Trust in output
107,112,Accounting,3,2023-06-15,4,3,3,4,5,4,4,3,4,4,4,4,3,4,None
108,113,Administration,2,2023-06-15,4,3,3,2,3,2,2,4,3,2,2,2,2,1,Data privacy
109,114,Customer Service,2,2023-06-15,4,3,2,3,4,4,2,4,3,3,4,3,2,3,Time pressure
110,115,Accounting,2,2023-06-15,4,4,5,3,5,4,3,5,5,5,5,5,3,4,Data privacy
111,116,Sales,3,2023-06-15,4,2,1,4,3,3,3,2,2,2,2,1,1,2,Skill gap
112,117,Accounting,2,2023-06-15,4,4,3,3,4,3,3,4,2,3,4,3,1,1,None
113,118,Human Resources,3,2023-06-15,3,2,3,3,4,3,3,3,3,4,3,3,3,5,Unclear value
114,119,Customer Service,2,2023-06-15,2,1,1,2,2,2,3,3,2,2,2,3,2,1,Data privacy
115,120,Administration,1,2023-06-15,1,2,1,2,3,2,1,1,2,2,1,1,1,1,Unclear value
116,121,Sales,2,2023-06-15,3,2,2,4,3,4,2,3,2,4,2,3,2,3,Trust in output
117,122,Customer Service,2,2023-06-15,2,3,1,2,4,2,2,3,3,3,3,3,2,2,Skill gap
118,123,Administration,2,2023-06-15,3,1,2,5,4,3,3,3,2,3,3,3,1,2,Unclear value
119,124,Accounting,2,2023-06-15,2,3,3,3,3,4,4,3,2,1,3,3,2,4,Unclear value
120,125,Customer Service,2,2023-06-15,2,1,3,2,2,2,2,2,2,2,2,3,1,1,Skill gap
121,126,Customer Service,2,2023-06-15,1,1,1,2,2,1,2,2,2,2,1,2,1,1,None
122,127,Administration,1,2023-06-15,3,2,2,3,3,3,2,3,2,2,3,2,1,1,Unclear value
123,128,Accounting,3,2023-06-15,3,2,3,4,3,4,3,3,2,4,5,5,3,5,Unclear value
124,129,Administration,2,2023-06-15,2,2,1,3,3,2,1,1,1,3,1,1,1,1,Unclear value
125,130,Accounting,2,2023-06-15,3,2,2,4,4,3,4,3,2,3,3,1,1,2,Unclear value
126,131,Warehouse,3,2023-06-15,3,2,2,2,3,4,2,4,3,1,3,4,2,1,Skill gap
127,132,Administration,1,2023-06-15,2,2,2,1,1,2,2,2,2,2,2,3,1,1,Time pressure
128,134,Warehouse,1,2023-06-15,1,1,2,2,2,2,1,2,1,2,1,1,1,1,Skill gap
129,135,Accounting,3,2023-06-15,2,3,2,3,4,5,4,3,2,3,1,2,2,3,Time pressure
130,136,Accounting,2,2023-06-15,4,4,4,5,4,5,3,3,4,4,4,3,2,4,Unclear value
131,137,Accounting,2,2023-06-15,3,2,2,2,3,3,2,3,3,3,3,1,1,2,Data privacy
132,138,Accounting,2,2023-06-15,5,4,3,4,5,3,4,3,5,4,4,4,3,3,Skill gap
133,139,Administration,2,2023-06-15,2,2,3,3,4,4,3,2,2,3,3,3,1,2,Unclear value
134,140,Sales,2,2023-06-15,3,3,3,4,3,3,3,4,3,3,3,4,3,2,Time pressure
135,141,Warehouse,3,2023-06-15,2,2,2,3,2,2,2,3,3,2,2,2,1,1,Time pressure
136,142,Customer Service,2,2023-06-15,2,1,2,2,2,2,2,3,1,1,3,1,1,1,Skill gap
137,143,Customer Service,2,2023-06-15,3,1,2,2,3,2,3,2,2,2,3,2,3,1,Trust in output
138,145,Warehouse,1,2023-06-15,1,1,1,2,3,2,1,1,2,2,3,2,1,1,Data privacy
139,146,Customer Service,2,2023-06-15,3,4,4,4,4,3,3,3,3,3,2,2,2,2,Unclear value
140,147,Human Resources,3,2023-06-15,5,5,3,5,5,4,5,4,4,4,3,4,3,3,Skill gap
141,148,Warehouse,3,2023-06-15,2,1,2,3,2,2,3,2,2,3,2,2,1,1,Skill gap
142,149,Administration,2,2023-06-15,2,2,2,3,2,3,2,3,2,2,3,3,1,2,Trust in output
143,151,Warehouse,3,2023-06-15,3,2,3,4,3,4,2,3,3,4,3,3,1,2,Unclear value
144,152,Human Resources,3,2023-06-15,3,2,3,2,3,3,2,2,2,4,3,2,2,2,Data privacy
145,154,Human Resources,3,2023-06-15,4,3,3,5,5,4,3,3,5,4,4,4,2,3,Trust in output
146,155,Warehouse,3,2023-06-15,2,1,1,2,2,2,2,2,1,1,2,1,1,1,Trust in output
147,157,Administration,2,2023-06-15,3,3,2,2,4,4,4,2,3,3,4,3,2,2,Skill gap
148,158,Administration,2,2023-06-15,3,2,2,2,3,3,1,4,2,2,3,1,2,2,Time pressure
149,159,Administration,2,2023-06-15,4,2,2,3,3,2,2,3,2,3,3,2,1,1,Skill gap
150,160,Human Resources,3,2023-06-15,2,2,3,3,2,3,3,3,2,2,2,3,2,2,None
151,161,Sales,2,2023-06-15,2,1,2,3,2,4,3,2,2,2,2,3,1,2,Skill gap
152,162,Warehouse,3,2023-06-15,2,3,3,4,3,3,2,3,2,2,3,3,1,2,Skill gap
153,163,Warehouse,1,2023-06-15,2,1,2,1,2,3,2,3,3,2,3,1,1,1,Data privacy
154,164,Warehouse,1,2023-06-15,1,1,2,1,1,1,2,2,1,2,1,1,1,1,Unclear value
155,165,Warehouse,3,2023-06-15,3,3,2,4,3,2,3,3,3,3,2,4,1,1,Time pressure
156,166,Administration,2,2023-06-15,2,2,2,2,3,3,2,3,3,2,2,2,1,3,Time pressure
157,167,Accounting,2,2023-06-15,2,3,2,2,4,3,3,3,3,3,2,2,3,1,Trust in output
158,168,Accounting,3,2023-06-15,2,2,2,3,4,3,2,3,2,3,2,2,2,2,Trust in output
159,169,Customer Service,2,2023-06-15,2,2,3,3,4,3,4,3,2,1,3,2,1,2,Trust in output
160,170,Accounting,2,2023-06-15,2,1,3,4,4,4,4,2,2,3,3,3,2,2,Time pressure
161,171,Customer Service,2,2023-06-15,2,1,3,2,2,1,2,2,2,3,1,2,1,3,Time pressure
162,172,Accounting,2,2023-06-15,3,4,3,5,3,3,3,3,4,4,3,4,2,3,Unclear value
163,173,Human Resources,3,2023-06-15,4,3,2,3,3,2,4,4,3,2,4,3,2,1,Data privacy
164,174,Sales,2,2023-06-15,3,2,2,2,2,2,3,3,2,3,3,3,1,1,Unclear value
165,175,Warehouse,1,2023-06-15,1,2,2,3,3,2,2,2,3,2,4,2,1,1,Data privacy
166,176,Customer Service,2,2023-06-15,3,3,2,3,2,2,3,3,3,2,3,3,2,1,Time pressure
167,177,Administration,2,2023-06-15,4,3,2,3,4,4,3,4,3,4,2,3,2,2,Skill gap
168,178,Human Resources,3,2023-06-15,4,3,3,3,4,4,3,3,4,3,3,2,2,3,Unclear value
169,181,Warehouse,1,2023-06-15,3,2,2,2,2,2,2,1,2,2,3,1,1,2,Unclear value
170,182,Accounting,3,2023-06-15,4,4,3,4,5,5,4,5,4,4,3,4,3,2,None
171,183,Accounting,2,2023-06-15,3,3,2,2,4,3,2,3,3,3,3,2,1,2,Time pressure
172,184,Sales,3,2023-06-15,2,3,3,3,3,3,3,3,3,3,4,3,2,1,None
173,186,Warehouse,1,2023-06-15,2,1,2,3,1,2,1,2,1,2,3,1,2,1,Unclear value
174,187,Human Resources,3,2023-06-15,3,3,3,3,4,4,2,4,3,3,3,4,3,4,Skill gap
175,188,Sales,2,2023-06-15,3,2,3,3,4,3,2,3,3,3,4,3,2,1,Trust in output
176,189,Sales,2,2023-06-15,4,2,1,3,4,2,2,2,2,2,3,2,1,2,Skill gap
177,190,Administration,1,2023-06-15,1,2,2,2,3,3,3,2,2,3,3,2,2,2,Trust in output
178,191,Sales,3,2023-06-15,4,5,3,5,5,4,5,5,3,4,4,3,2,3,Unclear value
179,192,Sales,3,2023-06-15,4,3,4,3,4,4,4,3,3,3,3,3,1,3,Unclear value
180,193,Customer Service,2,2023-06-15,2,2,3,2,2,3,2,2,2,2,2,2,1,2,Trust in output
181,194,Human Resources,3,2023-06-15,3,2,3,4,2,2,3,2,2,2,2,2,3,3,Skill gap
182,195,Customer Service,2,2023-06-15,3,2,2,3,4,3,3,2,2,2,2,2,1,2,Skill gap
183,196,Administration,1,2023-06-15,3,3,2,3,4,2,4,3,2,3,2,2,3,3,Unclear value
184,197,Warehouse,3,2023-06-15,1,1,3,2,3,2,2,2,2,3,3,3,2,1,Time pressure
185,198,Accounting,2,2023-06-15,2,1,3,3,3,3,2,2,2,3,3,1,2,3,None
186,199,Warehouse,3,2023-06-15,3,3,3,4,3,2,2,3,3,2,1,4,1,2,Skill gap
187,200,Warehouse,1,2023-06-15,3,2,1,1,3,2,2,3,4,2,2,1,1,2,Skill gap
188,201,Sales,3,2023-06-15,4,3,3,4,3,3,2,4,5,4,3,2,1,1,Time pressure
189,202,Human Resources,3,2023-06-15,4,4,4,5,5,5,4,4,4,5,3,4,4,4,None
190,203,Customer Service,2,2023-06-15,3,3,2,3,3,3,2,4,3,2,3,2,2,3,Skill gap
191,204,Customer Service,2,2023-06-15,3,2,3,3,4,2,2,3,4,3,2,3,1,2,Data privacy
192,205,Sales,3,2023-06-15,3,2,4,2,2,4,3,3,4,3,4,3,2,2,Trust in output
193,206,Accounting,2,2023-06-15,2,3,4,3,4,4,4,4,2,3,3,2,2,1,Skill gap
194,207,Accounting,3,2023-06-15,2,3,3,3,4,2,3,3,3,2,2,2,1,1,Unclear value
195,208,Sales,3,2023-06-15,3,2,3,3,3,3,3,3,3,3,3,1,2,1,Skill gap
196,209,Accounting,2,2023-06-15,5,3,4,3,4,4,3,3,4,4,3,2,2,3,None
197,211,Accounting,2,2023-06-15,3,3,3,4,3,3,4,2,3,3,4,3,3,3,Trust in output
198,212,Customer Service,2,2023-06-15,3,3,1,3,4,4,3,3,3,4,4,3,3,4,Skill gap
199,213,Warehouse,3,2023-06-15,1,1,1,2,2,2,3,2,2,2,2,2,2,1,Unclear value
200,214,Sales,2,2023-06-15,3,3,2,4,3,3,3,3,3,3,4,3,1,1,Unclear value
201,215,Accounting,3,2023-06-15,4,2,3,4,5,3,4,4,4,3,3,3,2,2,Skill gap
202,216,Warehouse,1,2023-06-15,2,1,2,3,1,2,2,2,1,2,2,1,1,1,None
203,217,Human Resources,3,2023-06-15,2,2,1,3,2,2,2,1,1,3,2,2,1,1,Time pressure
204,218,Sales,2,2023-06-15,4,4,3,4,5,4,5,4,4,4,5,3,2,2,Trust in output
205,219,Warehouse,3,2023-06-15,2,2,4,3,3,3,2,3,3,3,3,3,3,3,Data privacy
206,220,Accounting,3,2023-06-15,4,3,2,4,4,3,2,3,3,3,5,3,1,3,Skill gap
207,221,Administration,1,2023-06-15,2,1,1,2,2,2,1,2,2,2,2,2,1,1,Time pressure
208,222,Sales,3,2023-06-15,5,4,4,4,5,5,3,3,4,4,4,5,3,3,Unclear value
209,223,Customer Service,2,2023-06-15,2,1,2,2,2,2,1,2,2,2,1,2,2,1,Time pressure
210,224,Warehouse,3,2023-06-15,2,2,2,2,2,2,1,2,2,2,3,3,1,1,Skill gap
211,225,Warehouse,1,2023-06-15,1,2,1,2,2,2,2,2,1,2,2,1,1,1,Unclear value
212,226,Accounting,2,2023-06-15,3,3,3,4,4,3,3,3,3,3,3,3,1,2,Time pressure
213,227,Administration,1,2023-06-15,4,2,3,3,2,2,3,2,2,3,2,4,1,1,Skill gap
214,228,Sales,2,2023-06-15,2,1,1,4,3,2,2,2,3,3,2,2,2,3,Trust in output
215,229,Human Resources,3,2023-06-15,3,3,4,4,4,4,3,4,3,3,5,3,3,3,Skill gap
216,230,Administration,2,2023-06-15,3,2,2,2,3,3,3,4,3,3,3,3,2,2,Unclear value
217,231,Sales,2,2023-06-15,2,3,3,3,2,4,1,3,3,2,2,3,2,2,Trust in output
218,232,Customer Service,2,2023-06-15,2,4,3,2,3,4,3,4,2,3,3,4,2,1,Skill gap
219,233,Human Resources,3,2023-06-15,3,2,2,4,4,3,3,4,4,3,2,3,2,1,Time pressure
220,234,Customer Service,2,2023-06-15,1,1,2,2,2,2,3,2,1,2,1,2,1,1,Skill gap
221,235,Human Resources,3,2023-06-15,3,4,4,4,5,3,4,5,2,4,5,3,3,2,Skill gap
222,237,Accounting,2,2023-06-15,4,3,3,3,4,2,3,2,3,3,2,2,2,2,Skill gap
223,238,Sales,2,2023-06-15,3,1,2,4,3,4,1,2,3,2,2,2,1,2,Trust in output
224,239,Administration,2,2023-06-15,1,1,2,1,2,1,1,1,2,2,1,2,1,2,Trust in output
225,240,Customer Service,2,2023-06-15,2,2,1,1,2,1,1,1,1,1,1,1,1,1,Time pressure
226,242,Customer Service,2,2023-06-15,2,3,3,3,3,2,2,2,2,2,3,3,1,2,Data privacy
227,243,Administration,2,2023-06-15,2,2,1,3,3,3,2,3,2,3,2,3,2,1,Trust in output
228,244,Administration,2,2023-06-15,3,3,2,3,3,3,2,2,2,1,4,3,1,1,Skill gap
229,245,Human Resources,3,2023-06-15,2,2,3,3,4,2,3,3,2,3,3,2,2,1,Skill gap
230,246,Customer Service,2,2023-06-15,2,1,2,3,4,2,3,3,2,2,2,2,1,1,Unclear value
231,247,Warehouse,1,2023-06-15,1,1,2,2,3,1,1,1,2,3,2,3,1,1,Trust in output
232,248,Sales,3,2023-06-15,2,2,3,2,2,2,3,2,2,3,3,2,2,1,Skill gap
233,249,Sales,3,2023-06-15,4,3,3,4,4,2,3,4,4,3,3,3,1,3,Time pressure
234,250,Warehouse,1,2023-06-15,2,1,2,3,2,2,2,2,2,2,2,1,1,1,Data privacy
235,251,Sales,2,2023-06-15,4,2,3,3,2,2,2,3,3,3,4,2,1,2,Unclear value
236,252,Sales,2,2023-06-15,3,3,4,2,3,2,3,3,3,3,2,2,2,1,Unclear value
237,253,Customer Service,2,2023-06-15,3,2,3,2,3,2,2,3,2,2,2,3,1,1,Trust in output
238,254,Sales,3,2023-06-15,2,3,4,2,4,2,2,2,1,2,3,2,1,1,Unclear value
239,255,Accounting,2,2023-06-15,4,3,4,2,4,3,2,2,2,2,4,3,1,2,Skill gap
240,256,Human Resources,3,2023-06-15,4,3,3,3,4,3,3,3,3,2,3,2,2,3,Time pressure
241,257,Human Resources,3,2023-06-15,2,2,1,2,2,1,2,2,1,2,2,1,2,1,Unclear value
242,258,Customer Service,2,2023-06-15,4,2,3,4,4,4,3,2,3,4,2,2,1,3,Unclear value
243,259,Sales,2,2023-06-15,4,4,3,4,4,3,2,3,2,4,3,2,3,4,Skill gap
244,260,Sales,3,2023-06-15,3,2,2,3,2,2,1,2,2,2,2,3,1,1,Skill gap
245,261,Administration,1,2023-06-15,2,1,2,1,2,3,2,1,2,2,2,1,1,2,Unclear value
246,262,Warehouse,3,2023-06-15,5,4,4,5,4,4,3,5,4,3,3,5,3,4,Trust in output
247,263,Human Resources,3,2023-06-15,4,4,4,4,5,4,4,4,4,4,4,2,2,3,Unclear value
248,264,Human Resources,3,2023-06-15,3,2,4,4,4,3,3,4,3,3,4,4,1,2,Unclear value
249,265,Sales,2,2023-06-15,4,3,3,3,3,4,3,4,2,3,4,2,3,2,Unclear value
250,266,Accounting,2,2023-06-15,1,3,2,2,4,1,1,3,2,1,1,1,1,1,Time pressure
251,267,Accounting,3,2023-06-15,4,2,3,3,4,4,4,4,3,3,3,3,3,3,Time pressure
252,268,Customer Service,2,2023-06-15,3,2,3,2,3,3,4,2,3,3,4,3,3,3,None
253,269,Customer Service,2,2023-06-15,2,2,2,2,3,2,1,2,2,2,2,2,1,1,Skill gap
254,270,Warehouse,1,2023-06-15,1,2,1,2,3,3,2,2,3,3,2,1,2,2,Unclear value
255,271,Accounting,2,2023-06-15,3,4,3,4,4,4,4,3,4,3,4,3,2,3,Time pressure
256,272,Warehouse,1,2023-06-15,2,1,1,1,2,1,1,1,2,1,2,1,1,3,Skill gap
257,273,Administration,2,2023-06-15,3,2,2,3,4,2,2,3,2,3,4,1,1,2,Unclear value
258,274,Warehouse,1,2023-06-15,1,1,2,2,2,1,1,2,1,1,2,1,1,1,Data privacy
259,275,Administration,1,2023-06-15,2,2,3,3,3,2,2,2,2,2,2,3,2,1,Data privacy
260,276,Customer Service,2,2023-06-15,2,3,2,3,3,3,3,3,1,4,3,1,3,2,Skill gap
261,277,Warehouse,1,2023-06-15,1,1,2,2,4,1,2,1,2,1,1,2,1,1,Skill gap
262,278,Administration,2,2023-06-15,1,2,2,2,4,2,3,4,1,3,4,1,1,3,Skill gap
263,279,Sales,3,2023-06-15,4,4,4,4,4,4,3,3,4,4,4,2,1,4,Trust in output
264,280,Administration,1,2023-06-15,1,2,1,2,3,3,1,1,2,2,3,1,1,1,Skill gap
