Order Date,Branch,Customer,Product,Qty,Amount
2026-03-05,Nashua,Vance Refrigeration,Cardstock,197,2442.80
2026-03-05,Nashua,Vance Refrigeration,Letterhead,155,1488.00
2026-03-05,Scranton,Apex Technology,Legal Pad,185,878.75
2026-03-05,Scranton,Apex Technology,Letterhead,47,451.20
2026-03-05,Scranton,Cumberland Mills,Ledger,330,4686.00
2026-03-05,Scranton,Cumberland Mills,Envelope,46,289.80
2026-03-05,Scranton,Dunmore High School,Legal Pad,118,560.50
2026-03-05,Scranton,Dunmore High School,Cardstock,292,3620.80
2026-03-05,Scranton,Harper Collins Realty,Ledger,207,2939.40
2026-03-05,Scranton,Lackawanna County,Ledger,22,312.40
2026-03-05,Scranton,Penn Paper Supply,Copy Paper,34,266.90
2026-03-05,Scranton,Scranton Business Park,Cardstock,167,2070.80
2026-03-05,Scranton,Scranton White Pages,Copy Paper,28,219.80
2026-03-05,Scranton,Scranton White Pages,Copy Paper,51,400.35
2026-03-05,Scranton,Steamtown Mall,Copy Paper,304,2386.40
2026-03-05,Scranton,Vance Refrigeration,Letterhead,19,182.40
2026-03-05,Scranton,Vance Refrigeration,Letterhead,285,2736.00
2026-03-05,Utica,Apex Technology,Copy Paper,35,274.75
2026-03-05,Utica,Cumberland Mills,Ledger,16,227.20
2026-03-05,Utica,Dunmore High School,Cardstock,204,2529.60
2026-03-05,Utica,Harper Collins Realty,Letterhead,254,2438.40
2026-03-05,Utica,Harper Collins Realty,Copy Paper,274,2150.90
2026-03-05,Utica,Scranton White Pages,Copy Paper,327,2566.95
2026-03-05,Utica,Scranton White Pages,Envelope,59,371.70
2026-03-05,Utica,Scranton White Pages,Envelope,281,1770.30
2026-03-05,Utica,Scranton White Pages,Ledger,193,2740.60
2026-03-05,Utica,Steamtown Mall,Ledger,266,3777.20
2026-03-05,Utica,Steamtown Mall,Copy Paper,172,1350.20
2026-03-05,Utica,Steamtown Mall,Legal Pad,138,655.50
2026-03-05,Utica,Vance Refrigeration,Envelope,119,749.70
2026-03-05,Utica,Vance Refrigeration,Envelope,248,1562.40
2026-03-05,Utica,Vance Refrigeration,Envelope,130,819.00
2026-03-06,Nashua,Apex Technology,Cardstock,122,1512.80
2026-03-06,Nashua,Apex Technology,Cardstock,292,3620.80
2026-03-06,Nashua,Apex Technology,Copy Paper,318,2496.30
2026-03-06,Nashua,Apex Technology,Ledger,25,355.00
2026-03-06,Nashua,Cumberland Mills,Ledger,72,1022.40
2026-03-06,Nashua,Dunmore High School,Cardstock,250,3100.00
2026-03-06,Nashua,Dunmore High School,Letterhead,325,3120.00
2026-03-06,Nashua,Dunmore High School,Copy Paper,304,2386.40
2026-03-06,Nashua,Dunmore High School,Envelope,18,113.40
2026-03-06,Nashua,Harper Collins Realty,Copy Paper,259,2033.15
2026-03-06,Nashua,Harper Collins Realty,Ledger,68,965.60
2026-03-06,Nashua,Lackawanna County,Letterhead,97,931.20
2026-03-06,Nashua,Lackawanna County,Copy Paper,65,510.25
2026-03-06,Nashua,Lackawanna County,Ledger,162,2300.40
2026-03-06,Nashua,Lackawanna County,Legal Pad,306,1453.50
2026-03-06,Nashua,Scranton Business Park,Letterhead,38,364.80
2026-03-06,Nashua,Scranton Business Park,Legal Pad,305,1448.75
2026-03-06,Nashua,Scranton Business Park,Ledger,44,624.80
2026-03-06,Nashua,Scranton Business Park,Cardstock,336,4166.40
2026-03-06,Nashua,Scranton White Pages,Copy Paper,264,2072.40
2026-03-06,Nashua,Scranton White Pages,Cardstock,13,161.20
2026-03-06,Nashua,Vance Refrigeration,Cardstock,326,4042.40
2026-03-06,Scranton,Cumberland Mills,Letterhead,277,2659.20
2026-03-06,Scranton,Cumberland Mills,Cardstock,326,4042.40
2026-03-06,Scranton,Cumberland Mills,Cardstock,81,1004.40
2026-03-06,Scranton,Dunmore High School,Copy Paper,22,172.70
2026-03-06,Scranton,Harper Collins Realty,Copy Paper,296,2323.60
2026-03-06,Scranton,Harper Collins Realty,Ledger,319,4529.80
2026-03-06,Scranton,Lackawanna County,Ledger,265,3763.00
2026-03-06,Scranton,Penn Paper Supply,Cardstock,233,2889.20
2026-03-06,Scranton,Scranton Business Park,Letterhead,87,835.20
2026-03-06,Scranton,Scranton Business Park,Legal Pad,185,878.75
2026-03-06,Scranton,Scranton Business Park,Cardstock,319,3955.60
2026-03-06,Scranton,Scranton Business Park,Letterhead,20,192.00
2026-03-06,Scranton,Scranton White Pages,Letterhead,27,259.20
2026-03-06,Scranton,Scranton White Pages,Legal Pad,175,831.25
2026-03-06,Scranton,Scranton White Pages,Envelope,258,1625.40
2026-03-06,Scranton,Scranton White Pages,Copy Paper,143,1122.55
2026-03-06,Scranton,Scranton White Pages,Legal Pad,222,1054.50
2026-03-06,Scranton,Steamtown Mall,Legal Pad,137,650.75
2026-03-06,Scranton,Steamtown Mall,Legal Pad,287,1363.25
2026-03-06,Scranton,Vance Refrigeration,Letterhead,8,76.80
2026-03-06,Scranton,Vance Refrigeration,Letterhead,60,576.00
2026-03-06,Utica,Apex Technology,Copy Paper,151,1185.35
2026-03-06,Utica,Apex Technology,Ledger,235,3337.00
2026-03-06,Utica,Dunmore High School,Cardstock,244,3025.60
2026-03-06,Utica,Dunmore High School,Letterhead,132,1267.20
2026-03-06,Utica,Dunmore High School,Envelope,215,1354.50
2026-03-06,Utica,Harper Collins Realty,Letterhead,21,201.60
2026-03-06,Utica,Penn Paper Supply,Letterhead,133,1276.80
2026-03-06,Utica,Penn Paper Supply,Letterhead,96,921.60
2026-03-06,Utica,Penn Paper Supply,Ledger,235,3337.00
2026-03-06,Utica,Vance Refrigeration,Cardstock,108,1339.20
2026-03-06,Utica,Vance Refrigeration,Envelope,45,283.50
2026-03-06,Utica,Vance Refrigeration,Envelope,13,81.90
